DOB_Male,DaysAlive_Male,IQ_Male,Pass_Female,DOB_Female,DaysAlive_Female,IQ_Female,Pass_Female.1
1990-04-24 05:40:00,10757.5138888889,69,Yes,1990-03-22 13:20:00,10790.1527777778,82,Yes
1990-03-01 11:46:40,10811.2175925926,98,No,1990-05-07 15:53:20,10744.087962963,36,No
1990-02-09 14:00:00,10831.125,49,No,1990-01-16 17:46:40,10854.9675925926,92,No
1990-03-25 19:06:40,10786.912037037,143,Yes,1990-04-13 03:00:00,10768.625,98,Yes
1990-01-05 15:06:40,10866.0787037037,74,Yes,1990-03-07 17:46:40,10804.9675925926,97,Yes
1990-02-20 00:00:00,10820.7083333333,85,No,1990-02-22 18:40:00,10817.9305555556,99,No
1990-06-04 05:00:00,10716.5416666667,109,No,1990-05-26 04:20:00,10725.5694444444,65,No
1990-02-11 10:26:40,10829.2731481481,124,No,1990-06-16 11:26:40,10704.2731481481,82,No
1990-01-24 03:33:20,10847.5601851852,89,Yes,1990-02-15 14:26:40,10825.1064814815,143,Yes
1990-01-02 09:20:00,10869.3194444444,112,No,1990-04-01 07:40:00,10780.4305555556,103,No
1990-03-12 20:00:00,10799.875,110,Yes,1990-01-12 19:20:00,10858.9027777778,92,Yes
1990-04-05 06:06:40,10776.4953703704,90,No,1990-04-12 10:20:00,10769.3194444444,102,No
1990-03-03 02:40:00,10809.5972222222,108,No,1990-06-02 14:06:40,10718.162037037,161,No
1990-02-26 17:06:40,10813.9953703704,124,Yes,1990-05-09 17:53:20,10742.0046296296,142,Yes
1990-02-08 21:20:00,10831.8194444444,129,No,1990-04-17 07:00:00,10764.4583333333,62,No
1990-01-13 17:33:20,10857.9768518519,25,Yes,1990-05-21 13:13:20,10730.1990740741,82,Yes
1990-04-11 01:00:00,10770.7083333333,59,Yes,1990-02-01 06:00:00,10839.4583333333,107,Yes
1990-02-03 08:00:00,10837.375,122,Yes,1990-04-17 23:40:00,10763.7638888889,58,Yes
1990-03-20 16:53:20,10792.0046296296,103,Yes,1990-02-02 09:46:40,10838.3009259259,72,Yes
1990-05-19 00:06:40,10732.7453703704,4,Yes,1990-04-20 12:46:40,10761.2175925926,133,Yes
1990-02-23 05:46:40,10817.4675925926,76,Yes,1990-01-13 23:06:40,10857.7453703704,111,Yes
1990-04-05 11:40:00,10776.2638888889,114,No,1990-06-15 07:40:00,10705.4305555556,108,No
1990-02-19 07:20:00,10821.4027777778,91,No,1990-06-09 07:13:20,10711.4490740741,98,No
1990-05-29 21:13:20,10721.8657407407,63,Yes,1990-02-14 21:46:40,10825.8009259259,97,Yes
1990-06-12 18:33:20,10707.9768518519,89,Yes,1990-06-09 07:13:20,10711.4490740741,87,Yes
1990-06-04 21:40:00,10715.8472222222,96,No,1990-01-19 06:53:20,10852.4212962963,146,No
1990-05-04 10:06:40,10747.3287037037,71,Yes,1990-04-15 05:00:00,10766.5416666667,90,Yes
1990-03-21 20:40:00,10790.8472222222,95,No,1990-02-25 13:20:00,10815.1527777778,88,No
1990-05-12 18:06:40,10738.9953703704,69,No,1990-03-16 07:20:00,10796.4027777778,82,No
1990-02-16 01:33:20,10824.6435185185,69,Yes,1990-02-27 04:13:20,10813.5324074074,77,Yes
1990-01-01 22:13:20,10869.7824074074,131,No,1990-02-11 21:33:20,10828.8101851852,101,No
1990-01-29 05:46:40,10842.4675925926,96,Yes,1990-06-06 18:06:40,10713.9953703704,142,Yes
1990-05-19 16:46:40,10732.0509259259,128,No,1990-04-05 00:33:20,10776.7268518519,134,No
1990-02-22 18:40:00,10817.9305555556,138,Yes,1990-01-24 03:33:20,10847.5601851852,65,Yes
1990-01-03 18:40:00,10867.9305555556,74,Yes,1990-04-05 22:46:40,10775.8009259259,126,Yes
1990-01-28 18:40:00,10842.9305555556,118,Yes,1990-02-24 20:40:00,10815.8472222222,147,Yes
1990-04-10 08:20:00,10771.4027777778,76,No,1990-04-11 23:13:20,10769.7824074074,83,No
1990-01-18 03:06:40,10853.5787037037,141,Yes,1990-05-20 20:33:20,10730.8935185185,88,Yes
1990-01-01 05:33:20,10870.4768518519,142,Yes,1990-04-12 10:20:00,10769.3194444444,103,Yes
1990-02-24 20:40:00,10815.8472222222,86,Yes,1990-02-09 02:53:20,10831.587962963,87,Yes
1990-02-13 06:53:20,10827.4212962963,109,Yes,1990-02-26 11:33:20,10814.2268518519,29,Yes
1990-05-19 05:40:00,10732.5138888889,61,Yes,1990-05-31 17:40:00,10720.0138888889,98,Yes
1990-01-07 17:06:40,10863.9953703704,136,Yes,1990-01-04 05:46:40,10867.4675925926,111,Yes
1990-03-05 04:40:00,10807.5138888889,104,Yes,1990-03-06 19:33:20,10805.8935185185,97,Yes
1990-05-23 09:40:00,10728.3472222222,16,Yes,1990-06-16 00:20:00,10704.7361111111,102,Yes
1990-06-16 05:53:20,10704.5046296296,88,Yes,1990-05-03 17:26:40,10748.0231481481,70,Yes
1990-05-17 14:46:40,10734.1342592593,116,Yes,1990-03-24 09:46:40,10788.3009259259,78,Yes
1990-05-18 01:53:20,10733.6712962963,108,No,1990-01-05 15:06:40,10866.0787037037,63,No
1990-04-27 00:20:00,10754.7361111111,121,No,1990-02-05 21:06:40,10834.8287037037,59,No
1990-06-08 14:33:20,10712.1435185185,79,Yes,1990-02-11 04:53:20,10829.5046296296,96,Yes
1990-02-08 15:46:40,10832.0509259259,49,No,1990-03-27 21:06:40,10784.8287037037,117,No
1990-01-09 02:26:40,10862.6064814815,170,No,1990-05-29 10:06:40,10722.3287037037,106,No
1990-03-20 16:53:20,10792.0046296296,104,Yes,1990-01-03 07:33:20,10868.3935185185,50,Yes
1990-02-26 06:00:00,10814.4583333333,104,Yes,1990-04-21 22:06:40,10759.8287037037,89,Yes
1990-05-27 02:33:20,10724.6435185185,123,Yes,1990-03-06 02:53:20,10806.587962963,69,Yes
1990-05-20 09:26:40,10731.3564814815,88,Yes,1990-01-11 15:33:20,10860.0601851852,97,Yes
1990-05-15 07:13:20,10736.4490740741,142,No,1990-02-26 22:40:00,10813.7638888889,117,No
1990-04-08 06:20:00,10773.4861111111,108,Yes,1990-03-25 02:26:40,10787.6064814815,105,Yes
1990-03-02 04:26:40,10810.5231481481,81,No,1990-05-01 15:26:40,10750.1064814815,91,No
1990-02-07 17:33:20,10832.9768518519,83,Yes,1990-02-10 12:13:20,10830.1990740741,81,Yes
1990-03-26 17:20:00,10785.9861111111,150,Yes,1990-03-20 05:46:40,10792.4675925926,139,Yes
1990-01-28 18:40:00,10842.9305555556,124,No,1990-02-14 16:13:20,10826.0324074074,135,No
1990-02-18 20:13:20,10821.8657407407,87,Yes,1990-01-21 20:00:00,10849.875,119,Yes
1990-04-03 20:46:40,10777.8842592593,117,No,1990-04-14 17:53:20,10767.0046296296,90,No
1990-05-26 04:20:00,10725.5694444444,114,No,1990-02-20 11:06:40,10820.2453703704,128,No
1990-04-16 19:53:20,10764.9212962963,129,No,1990-02-05 21:06:40,10834.8287037037,101,No
1990-02-25 07:46:40,10815.3842592593,111,Yes,1990-04-24 00:06:40,10757.7453703704,120,Yes
1990-03-25 13:33:20,10787.1435185185,92,No,1990-02-22 13:06:40,10818.162037037,65,No
1990-01-21 03:20:00,10850.5694444444,100,No,1990-02-07 12:00:00,10833.2083333333,121,No
1990-03-24 15:20:00,10788.0694444444,94,Yes,1990-01-12 08:13:20,10859.3657407407,85,Yes
1990-01-23 22:00:00,10847.7916666667,65,No,1990-06-13 22:20:00,10706.8194444444,81,No
1990-05-23 09:40:00,10728.3472222222,110,No,1990-04-14 01:13:20,10767.6990740741,143,No
1990-04-24 16:46:40,10757.0509259259,111,Yes,1990-04-26 02:06:40,10755.662037037,70,Yes
1990-04-10 13:53:20,10771.1712962963,88,No,1990-05-28 11:53:20,10723.2546296296,124,No
1990-01-26 22:13:20,10844.7824074074,33,No,1990-04-02 05:53:20,10779.5046296296,84,No
1990-01-01 00:00:00,10870.7083333333,103,Yes,1990-06-05 19:53:20,10714.9212962963,130,Yes
1990-02-12 08:40:00,10828.3472222222,112,No,1990-06-13 05:40:00,10707.5138888889,86,No
1990-04-14 12:20:00,10767.2361111111,100,No,1990-03-06 08:26:40,10806.3564814815,52,No
1990-04-10 19:26:40,10770.9398148148,106,No,1990-03-13 18:13:20,10798.9490740741,26,No
1990-06-16 00:20:00,10704.7361111111,138,Yes,1990-01-10 11:46:40,10861.2175925926,65,Yes
1990-01-19 01:20:00,10852.6527777778,104,Yes,1990-03-14 16:26:40,10798.0231481481,76,Yes
1990-05-28 23:00:00,10722.7916666667,113,No,1990-03-12 03:20:00,10800.5694444444,111,No
1990-03-13 18:13:20,10798.9490740741,137,No,1990-02-13 18:00:00,10826.9583333333,87,No
1990-05-06 12:06:40,10745.2453703704,122,Yes,1990-02-14 16:13:20,10826.0324074074,62,Yes
1990-03-09 19:46:40,10802.8842592593,85,No,1990-05-30 08:20:00,10721.4027777778,109,No
1990-01-13 12:00:00,10858.2083333333,65,No,1990-01-28 07:33:20,10843.3935185185,125,No
1990-05-23 09:40:00,10728.3472222222,115,Yes,1990-05-06 23:13:20,10744.7824074074,134,Yes
1990-05-27 02:33:20,10724.6435185185,106,Yes,1990-04-24 22:20:00,10756.8194444444,139,Yes
1990-06-11 09:13:20,10709.3657407407,75,Yes,1990-05-03 17:26:40,10748.0231481481,110,Yes
1990-06-03 06:46:40,10717.4675925926,112,Yes,1990-01-10 22:53:20,10860.7546296296,105,Yes
1990-06-05 03:13:20,10715.6157407407,118,Yes,1990-01-22 07:06:40,10849.412037037,119,Yes
1990-04-20 23:53:20,10760.7546296296,96,Yes,1990-01-12 08:13:20,10859.3657407407,134,Yes
1990-03-24 09:46:40,10788.3009259259,43,No,1990-05-18 13:00:00,10733.2083333333,68,No
1990-01-07 00:26:40,10864.6898148148,135,No,1990-01-31 18:53:20,10839.9212962963,108,No
1990-05-27 13:40:00,10724.1805555556,102,No,1990-01-16 12:13:20,10855.1990740741,111,No
1990-06-10 11:00:00,10710.2916666667,82,Yes,1990-04-26 07:40:00,10755.4305555556,65,Yes
1990-06-11 03:40:00,10709.5972222222,161,Yes,1990-03-15 09:06:40,10797.3287037037,82,Yes
1990-06-17 15:13:20,10703.1157407407,156,No,1990-04-02 05:53:20,10779.5046296296,81,No
1990-01-17 10:26:40,10854.2731481481,67,Yes,1990-01-07 06:00:00,10864.4583333333,124,Yes
1990-02-21 14:53:20,10819.087962963,103,No,1990-01-28 18:40:00,10842.9305555556,118,No
1990-04-14 12:20:00,10767.2361111111,82,Yes,1990-04-22 14:46:40,10759.1342592593,110,Yes
1990-05-08 14:06:40,10743.162037037,134,No,1990-01-27 09:20:00,10844.3194444444,84,No
1990-01-07 00:26:40,10864.6898148148,149,Yes,1990-03-24 15:20:00,10788.0694444444,113,Yes
1990-05-24 13:26:40,10727.1898148148,65,No,1990-03-24 09:46:40,10788.3009259259,135,No
1990-03-20 00:13:20,10792.6990740741,31,No,1990-06-09 01:40:00,10711.6805555556,76,No
1990-02-09 14:00:00,10831.125,65,No,1990-03-22 18:53:20,10789.9212962963,85,No
1990-02-26 22:40:00,10813.7638888889,86,No,1990-03-12 14:26:40,10800.1064814815,121,No
1990-01-03 07:33:20,10868.3935185185,94,No,1990-04-27 00:20:00,10754.7361111111,78,No
1990-03-14 16:26:40,10798.0231481481,130,Yes,1990-05-17 09:13:20,10734.3657407407,110,Yes
1990-04-22 20:20:00,10758.9027777778,81,Yes,1990-04-23 01:53:20,10758.6712962963,57,Yes
1990-06-11 14:46:40,10709.1342592593,149,No,1990-04-11 01:00:00,10770.7083333333,124,No
1990-03-08 04:53:20,10804.5046296296,61,No,1990-02-04 06:13:20,10836.4490740741,101,No
1990-01-27 20:26:40,10843.8564814815,105,Yes,1990-03-12 20:00:00,10799.875,139,Yes
1990-05-09 06:46:40,10742.4675925926,97,Yes,1990-01-30 15:06:40,10841.0787037037,63,Yes
1990-06-15 02:06:40,10705.662037037,176,No,1990-06-08 20:06:40,10711.912037037,76,No
1990-01-04 05:46:40,10867.4675925926,123,No,1990-03-01 00:40:00,10811.6805555556,127,No
1990-01-16 06:40:00,10855.4305555556,86,No,1990-04-22 14:46:40,10759.1342592593,131,No
1990-05-10 10:33:20,10741.3101851852,126,Yes,1990-04-06 15:26:40,10775.1064814815,84,Yes
1990-06-12 01:53:20,10708.6712962963,103,No,1990-05-25 06:06:40,10726.4953703704,92,No
1990-01-05 20:40:00,10865.8472222222,122,No,1990-04-25 09:26:40,10756.3564814815,108,No
1990-05-08 19:40:00,10742.9305555556,79,Yes,1990-05-03 11:53:20,10748.2546296296,114,Yes
1990-01-03 18:40:00,10867.9305555556,77,No,1990-02-02 04:13:20,10838.5324074074,99,No
1990-04-11 01:00:00,10770.7083333333,153,No,1990-03-12 20:00:00,10799.875,88,No
1990-01-25 18:26:40,10845.9398148148,50,Yes,1990-05-24 19:00:00,10726.9583333333,85,Yes
1990-04-05 17:13:20,10776.0324074074,110,No,1990-01-22 12:40:00,10849.1805555556,146,No
1990-03-26 00:40:00,10786.6805555556,90,No,1990-02-01 17:06:40,10838.9953703704,66,No
1990-06-05 19:53:20,10714.9212962963,134,Yes,1990-02-27 04:13:20,10813.5324074074,45,Yes
1990-01-19 23:33:20,10851.7268518519,110,No,1990-06-08 03:26:40,10712.6064814815,65,No
1990-03-04 17:33:20,10807.9768518519,92,Yes,1990-04-30 22:46:40,10750.8009259259,130,Yes
1990-04-11 17:40:00,10770.0138888889,118,Yes,1990-05-08 19:40:00,10742.9305555556,67,Yes
1990-03-24 09:46:40,10788.3009259259,82,No,1990-05-22 17:00:00,10729.0416666667,119,No
1990-03-29 23:06:40,10782.7453703704,61,No,1990-03-30 04:40:00,10782.5138888889,93,No
1990-01-19 06:53:20,10852.4212962963,116,Yes,1990-01-29 05:46:40,10842.4675925926,119,Yes
1990-01-15 19:33:20,10855.8935185185,102,No,1990-04-26 07:40:00,10755.4305555556,116,No
1990-05-21 07:40:00,10730.4305555556,115,Yes,1990-03-02 15:33:20,10810.0601851852,120,Yes
1990-03-20 05:46:40,10792.4675925926,103,Yes,1990-06-09 07:13:20,10711.4490740741,108,Yes
1990-06-07 05:13:20,10713.5324074074,105,Yes,1990-04-12 15:53:20,10769.087962963,89,Yes
1990-04-24 16:46:40,10757.0509259259,134,No,1990-03-18 09:20:00,10794.3194444444,119,No
1990-02-13 06:53:20,10827.4212962963,150,Yes,1990-03-26 00:40:00,10786.6805555556,56,Yes
1990-06-07 05:13:20,10713.5324074074,93,No,1990-04-20 07:13:20,10761.4490740741,85,No
1990-01-02 14:53:20,10869.087962963,83,Yes,1990-06-02 08:33:20,10718.3935185185,33,Yes
1990-01-10 00:40:00,10861.6805555556,48,No,1990-06-01 10:20:00,10719.3194444444,62,No
1990-01-30 09:33:20,10841.3101851852,72,Yes,1990-01-07 11:33:20,10864.2268518519,164,Yes
1990-03-12 20:00:00,10799.875,114,No,1990-01-26 16:40:00,10845.0138888889,81,No
1990-01-04 00:13:20,10867.6990740741,130,No,1990-04-21 22:06:40,10759.8287037037,100,No
1990-02-12 14:13:20,10828.1157407407,82,No,1990-01-01 16:40:00,10870.0138888889,133,No
1990-06-10 22:06:40,10709.8287037037,124,No,1990-02-06 08:13:20,10834.3657407407,72,No
1990-03-10 23:33:20,10801.7268518519,112,No,1990-02-21 03:46:40,10819.5509259259,125,No
1990-01-18 14:13:20,10853.1157407407,155,No,1990-02-18 03:33:20,10822.5601851852,37,No
1990-06-06 23:40:00,10713.7638888889,119,Yes,1990-05-21 07:40:00,10730.4305555556,121,Yes
1990-01-11 15:33:20,10860.0601851852,141,No,1990-02-22 18:40:00,10817.9305555556,68,No
1990-01-11 21:06:40,10859.8287037037,120,Yes,1990-05-07 15:53:20,10744.087962963,97,Yes
1990-01-13 00:53:20,10858.6712962963,83,Yes,1990-06-14 20:33:20,10705.8935185185,146,Yes
1990-04-17 23:40:00,10763.7638888889,130,Yes,1990-01-17 16:00:00,10854.0416666667,104,Yes
1990-05-15 18:20:00,10735.9861111111,102,No,1990-01-01 00:00:00,10870.7083333333,173,No
1990-01-21 03:20:00,10850.5694444444,134,Yes,1990-01-07 06:00:00,10864.4583333333,91,Yes
1990-02-26 00:26:40,10814.6898148148,101,No,1990-02-28 13:33:20,10812.1435185185,60,No
1990-03-09 08:40:00,10803.3472222222,121,Yes,1990-04-26 02:06:40,10755.662037037,126,Yes
1990-04-20 23:53:20,10760.7546296296,124,Yes,1990-03-14 22:00:00,10797.7916666667,64,Yes
1990-04-04 07:53:20,10777.4212962963,115,No,1990-02-05 15:33:20,10835.0601851852,154,No
1990-03-15 09:06:40,10797.3287037037,90,No,1990-06-11 09:13:20,10709.3657407407,120,No
1990-02-08 21:20:00,10831.8194444444,104,No,1990-02-11 21:33:20,10828.8101851852,150,No
1990-01-02 20:26:40,10868.8564814815,77,Yes,1990-05-24 19:00:00,10726.9583333333,46,Yes
1990-04-24 05:40:00,10757.5138888889,112,Yes,1990-01-31 02:13:20,10840.6157407407,135,Yes
1990-03-17 22:13:20,10794.7824074074,123,No,1990-01-21 08:53:20,10850.337962963,103,No
1990-04-20 01:40:00,10761.6805555556,62,Yes,1990-01-13 00:53:20,10858.6712962963,80,Yes
1990-04-07 02:33:20,10774.6435185185,143,Yes,1990-05-21 02:06:40,10730.662037037,123,Yes
1990-03-05 15:46:40,10807.0509259259,122,No,1990-06-14 20:33:20,10705.8935185185,111,No
1990-06-04 16:06:40,10716.0787037037,88,No,1990-04-15 05:00:00,10766.5416666667,126,No
1990-03-02 10:00:00,10810.2916666667,83,Yes,1990-05-24 07:53:20,10727.4212962963,102,Yes
1990-04-04 02:20:00,10777.6527777778,135,Yes,1990-03-23 00:26:40,10789.6898148148,118,Yes
1990-02-15 20:00:00,10824.875,107,No,1990-06-01 10:20:00,10719.3194444444,80,No
1990-03-10 12:26:40,10802.1898148148,101,Yes,1990-05-03 06:20:00,10748.4861111111,116,Yes
1990-03-03 02:40:00,10809.5972222222,99,Yes,1990-02-13 18:00:00,10826.9583333333,95,Yes
