DOB_Male,DaysAlive_Male,IQ_Male,Pass_Female,DOB_Female,DaysAlive_Female,IQ_Female,Pass_Female.1
1990-06-03 17:53:20,10717.0046296296,111,No,1990-04-18 21:53:20,10762.837962963,137,No
1990-02-15 14:26:40,10825.1064814815,86,Yes,1990-02-10 12:13:20,10830.1990740741,132,Yes
1990-06-14 20:33:20,10705.8935185185,48,No,1990-06-14 03:53:20,10706.587962963,107,No
1990-04-29 07:53:20,10752.4212962963,49,No,1990-05-17 09:13:20,10734.3657407407,54,No
1990-03-11 05:06:40,10801.4953703704,129,Yes,1990-02-08 10:13:20,10832.2824074074,184,Yes
1990-05-25 22:46:40,10725.8009259259,72,Yes,1990-03-13 23:46:40,10798.7175925926,121,Yes
1990-05-29 04:33:20,10722.5601851852,110,No,1990-01-06 02:13:20,10865.6157407407,152,No
1990-05-24 19:00:00,10726.9583333333,108,Yes,1990-06-15 18:46:40,10704.9675925926,86,Yes
1990-02-12 14:13:20,10828.1157407407,130,No,1990-03-23 00:26:40,10789.6898148148,74,No
1990-03-23 11:33:20,10789.2268518519,94,No,1990-01-24 09:06:40,10847.3287037037,137,No
1990-01-17 16:00:00,10854.0416666667,106,Yes,1990-04-14 17:53:20,10767.0046296296,111,Yes
1990-03-02 21:06:40,10809.8287037037,74,Yes,1990-06-09 12:46:40,10711.2175925926,133,Yes
1990-03-18 03:46:40,10794.5509259259,99,Yes,1990-03-30 15:46:40,10782.0509259259,88,Yes
1990-03-14 16:26:40,10798.0231481481,155,No,1990-02-04 22:53:20,10835.7546296296,110,No
1990-01-31 02:13:20,10840.6157407407,110,Yes,1990-02-09 02:53:20,10831.587962963,136,Yes
1990-06-04 05:00:00,10716.5416666667,78,Yes,1990-04-19 09:00:00,10762.375,130,Yes
1990-01-19 23:33:20,10851.7268518519,124,No,1990-02-04 17:20:00,10835.9861111111,52,No
1990-06-09 01:40:00,10711.6805555556,141,Yes,1990-05-15 18:20:00,10735.9861111111,91,Yes
1990-05-23 20:46:40,10727.8842592593,91,Yes,1990-05-11 14:20:00,10740.1527777778,80,Yes
1990-02-15 03:20:00,10825.5694444444,85,No,1990-01-22 18:13:20,10848.9490740741,111,No
1990-05-13 10:46:40,10738.3009259259,101,No,1990-04-06 21:00:00,10774.875,84,No
1990-01-01 16:40:00,10870.0138888889,60,No,1990-01-29 05:46:40,10842.4675925926,82,No
1990-02-18 03:33:20,10822.5601851852,174,Yes,1990-04-06 21:00:00,10774.875,105,Yes
1990-03-14 10:53:20,10798.2546296296,91,Yes,1990-05-15 23:53:20,10735.7546296296,87,Yes
1990-04-02 05:53:20,10779.5046296296,90,No,1990-02-04 00:40:00,10836.6805555556,136,No
1990-01-09 02:26:40,10862.6064814815,58,Yes,1990-02-01 22:40:00,10838.7638888889,78,Yes
1990-03-18 20:26:40,10793.8564814815,72,Yes,1990-04-27 17:00:00,10754.0416666667,92,Yes
1990-04-04 07:53:20,10777.4212962963,129,No,1990-03-04 00:53:20,10808.6712962963,157,No
1990-01-28 18:40:00,10842.9305555556,45,No,1990-02-12 03:06:40,10828.5787037037,81,No
1990-02-06 08:13:20,10834.3657407407,120,Yes,1990-02-10 01:06:40,10830.662037037,103,Yes
1990-05-06 01:00:00,10745.7083333333,80,No,1990-01-16 12:13:20,10855.1990740741,114,No
1990-01-28 07:33:20,10843.3935185185,112,No,1990-03-26 17:20:00,10785.9861111111,65,No
1990-01-03 13:06:40,10868.162037037,115,Yes,1990-04-10 19:26:40,10770.9398148148,114,Yes
1990-02-03 08:00:00,10837.375,87,Yes,1990-06-18 19:00:00,10701.9583333333,67,Yes
1990-02-26 22:40:00,10813.7638888889,65,No,1990-04-08 06:20:00,10773.4861111111,111,No
1990-02-25 13:20:00,10815.1527777778,102,No,1990-06-06 18:06:40,10713.9953703704,151,No
1990-02-20 16:40:00,10820.0138888889,89,Yes,1990-01-29 05:46:40,10842.4675925926,79,Yes
1990-05-12 18:06:40,10738.9953703704,123,Yes,1990-01-12 19:20:00,10858.9027777778,131,Yes
1990-03-22 07:46:40,10790.3842592593,106,No,1990-04-08 23:00:00,10772.7916666667,120,No
1990-01-07 00:26:40,10864.6898148148,101,Yes,1990-02-26 22:40:00,10813.7638888889,111,Yes
1990-03-18 14:53:20,10794.087962963,90,No,1990-03-27 15:33:20,10785.0601851852,68,No
1990-02-12 19:46:40,10827.8842592593,140,No,1990-05-06 01:00:00,10745.7083333333,157,No
1990-05-06 12:06:40,10745.2453703704,64,No,1990-01-26 05:33:20,10845.4768518519,161,No
1990-01-20 10:40:00,10851.2638888889,98,No,1990-04-03 09:40:00,10778.3472222222,131,No
1990-05-19 22:20:00,10731.8194444444,99,No,1990-05-13 21:53:20,10737.837962963,131,No
1990-03-09 14:13:20,10803.1157407407,102,No,1990-04-17 07:00:00,10764.4583333333,128,No
1990-04-12 21:26:40,10768.8564814815,147,Yes,1990-04-27 17:00:00,10754.0416666667,89,Yes
1990-02-05 21:06:40,10834.8287037037,65,Yes,1990-02-18 03:33:20,10822.5601851852,56,Yes
1990-02-04 17:20:00,10835.9861111111,130,No,1990-04-15 16:06:40,10766.0787037037,139,No
1990-03-06 02:53:20,10806.587962963,139,Yes,1990-02-25 07:46:40,10815.3842592593,87,Yes
1990-06-12 07:26:40,10708.4398148148,95,No,1990-04-24 11:13:20,10757.2824074074,124,No
1990-05-26 15:26:40,10725.1064814815,103,Yes,1990-01-08 15:20:00,10863.0694444444,145,Yes
1990-06-03 17:53:20,10717.0046296296,63,No,1990-05-01 09:53:20,10750.337962963,80,No
1990-01-16 17:46:40,10854.9675925926,95,No,1990-04-12 10:20:00,10769.3194444444,73,No
1990-01-13 06:26:40,10858.4398148148,66,Yes,1990-03-24 20:53:20,10787.837962963,100,Yes
1990-05-16 05:26:40,10735.5231481481,126,Yes,1990-05-23 09:40:00,10728.3472222222,110,Yes
1990-02-01 00:26:40,10839.6898148148,127,Yes,1990-05-28 00:46:40,10723.7175925926,100,Yes
1990-03-20 16:53:20,10792.0046296296,115,Yes,1990-06-01 15:53:20,10719.087962963,170,Yes
1990-04-06 15:26:40,10775.1064814815,111,Yes,1990-02-04 00:40:00,10836.6805555556,51,Yes
1990-05-16 22:06:40,10734.8287037037,106,Yes,1990-01-12 02:40:00,10859.5972222222,118,Yes
1990-03-08 04:53:20,10804.5046296296,112,Yes,1990-05-13 05:13:20,10738.5324074074,75,Yes
1990-01-13 06:26:40,10858.4398148148,112,Yes,1990-04-14 01:13:20,10767.6990740741,110,Yes
1990-05-22 00:20:00,10729.7361111111,88,Yes,1990-02-04 11:46:40,10836.2175925926,180,Yes
1990-04-27 17:00:00,10754.0416666667,116,Yes,1990-05-02 08:06:40,10749.412037037,136,Yes
1990-02-13 23:33:20,10826.7268518519,88,Yes,1990-03-06 08:26:40,10806.3564814815,96,Yes
1990-01-23 22:00:00,10847.7916666667,5,No,1990-03-08 16:00:00,10804.0416666667,161,No
1990-02-24 09:33:20,10816.3101851852,84,No,1990-03-03 19:20:00,10808.9027777778,119,No
1990-02-16 18:13:20,10823.9490740741,110,No,1990-05-15 07:13:20,10736.4490740741,95,No
1990-02-27 20:53:20,10812.837962963,63,Yes,1990-03-04 23:06:40,10807.7453703704,108,Yes
1990-05-03 00:46:40,10748.7175925926,100,No,1990-02-08 15:46:40,10832.0509259259,104,No
1990-05-30 19:26:40,10720.9398148148,62,Yes,1990-03-22 07:46:40,10790.3842592593,91,Yes
1990-04-14 17:53:20,10767.0046296296,45,No,1990-06-17 04:06:40,10703.5787037037,90,No
1990-02-07 00:53:20,10833.6712962963,121,No,1990-01-24 14:40:00,10847.0972222222,103,No
1990-02-02 20:53:20,10837.837962963,117,No,1990-03-05 15:46:40,10807.0509259259,46,No
1990-04-01 01:06:40,10780.662037037,88,Yes,1990-01-30 20:40:00,10840.8472222222,96,Yes
1990-05-26 09:53:20,10725.337962963,97,Yes,1990-01-22 18:13:20,10848.9490740741,79,Yes
1990-06-04 21:40:00,10715.8472222222,80,Yes,1990-05-11 19:53:20,10739.9212962963,85,Yes
1990-06-09 01:40:00,10711.6805555556,39,Yes,1990-04-06 04:20:00,10775.5694444444,53,Yes
1990-05-03 00:46:40,10748.7175925926,87,No,1990-01-30 04:00:00,10841.5416666667,90,No
1990-06-03 06:46:40,10717.4675925926,137,No,1990-02-27 20:53:20,10812.837962963,121,No
1990-05-23 20:46:40,10727.8842592593,89,No,1990-05-29 10:06:40,10722.3287037037,105,No
1990-01-21 08:53:20,10850.337962963,101,Yes,1990-05-09 17:53:20,10742.0046296296,138,Yes
1990-02-22 13:06:40,10818.162037037,150,No,1990-05-26 15:26:40,10725.1064814815,45,No
1990-01-05 09:33:20,10866.3101851852,96,No,1990-02-13 23:33:20,10826.7268518519,137,No
1990-05-21 13:13:20,10730.1990740741,77,Yes,1990-06-16 22:33:20,10703.8101851852,47,Yes
1990-05-13 05:13:20,10738.5324074074,110,Yes,1990-04-04 19:00:00,10776.9583333333,114,Yes
1990-03-31 19:33:20,10780.8935185185,101,Yes,1990-05-17 20:20:00,10733.9027777778,-16,Yes
1990-03-24 20:53:20,10787.837962963,159,No,1990-05-13 10:46:40,10738.3009259259,213,No
1990-04-26 07:40:00,10755.4305555556,110,No,1990-04-30 11:40:00,10751.2638888889,122,No
1990-04-18 10:46:40,10763.3009259259,99,No,1990-02-08 21:20:00,10831.8194444444,82,No
1990-02-22 18:40:00,10817.9305555556,104,Yes,1990-01-04 11:20:00,10867.2361111111,98,Yes
1990-01-08 09:46:40,10863.3009259259,98,Yes,1990-06-07 10:46:40,10713.3009259259,72,Yes
1990-06-09 07:13:20,10711.4490740741,137,No,1990-06-13 22:20:00,10706.8194444444,124,No
1990-02-12 03:06:40,10828.5787037037,60,Yes,1990-05-30 13:53:20,10721.1712962963,183,Yes
1990-06-17 09:40:00,10703.3472222222,87,Yes,1990-01-20 10:40:00,10851.2638888889,86,Yes
1990-03-08 21:33:20,10803.8101851852,106,Yes,1990-05-23 15:13:20,10728.1157407407,119,Yes
1990-05-20 20:33:20,10730.8935185185,87,No,1990-04-16 19:53:20,10764.9212962963,53,No
1990-03-03 08:13:20,10809.3657407407,71,No,1990-01-28 13:06:40,10843.162037037,152,No
1990-04-01 13:13:20,10780.1990740741,140,No,1990-06-13 11:13:20,10707.2824074074,149,No
1990-02-12 08:40:00,10828.3472222222,92,Yes,1990-01-16 06:40:00,10855.4305555556,141,Yes
1990-05-14 20:06:40,10736.912037037,97,No,1990-05-14 09:00:00,10737.375,157,No
1990-02-17 22:00:00,10822.7916666667,91,No,1990-05-27 13:40:00,10724.1805555556,99,No
1990-05-17 09:13:20,10734.3657407407,127,Yes,1990-04-22 03:40:00,10759.5972222222,91,Yes
1990-03-06 14:00:00,10806.125,118,No,1990-04-18 21:53:20,10762.837962963,107,No
1990-02-09 19:33:20,10830.8935185185,113,No,1990-02-11 04:53:20,10829.5046296296,97,No
1990-01-24 03:33:20,10847.5601851852,104,Yes,1990-03-14 10:53:20,10798.2546296296,86,Yes
1990-03-01 17:20:00,10810.9861111111,77,Yes,1990-03-19 02:00:00,10793.625,55,Yes
1990-06-01 21:26:40,10718.8564814815,96,No,1990-03-25 08:00:00,10787.375,141,No
1990-03-21 04:00:00,10791.5416666667,101,No,1990-01-26 05:33:20,10845.4768518519,100,No
1990-05-31 06:33:20,10720.4768518519,126,No,1990-01-29 11:20:00,10842.2361111111,49,No
1990-05-01 04:20:00,10750.5694444444,7,No,1990-04-07 13:40:00,10774.1805555556,114,No
1990-04-15 21:40:00,10765.8472222222,81,Yes,1990-04-22 20:20:00,10758.9027777778,79,Yes
1990-02-20 05:33:20,10820.4768518519,118,No,1990-01-07 06:00:00,10864.4583333333,130,No
1990-04-02 22:33:20,10778.8101851852,64,No,1990-03-31 19:33:20,10780.8935185185,73,No
1990-05-30 02:46:40,10721.6342592593,106,Yes,1990-02-06 08:13:20,10834.3657407407,98,Yes
1990-03-01 00:40:00,10811.6805555556,62,No,1990-04-23 18:33:20,10757.9768518519,65,No
1990-05-28 06:20:00,10723.4861111111,128,No,1990-01-03 18:40:00,10867.9305555556,132,No
1990-02-06 02:40:00,10834.5972222222,111,No,1990-02-06 02:40:00,10834.5972222222,64,No
1990-02-27 15:20:00,10813.0694444444,61,Yes,1990-04-04 07:53:20,10777.4212962963,59,Yes
1990-02-09 14:00:00,10831.125,122,Yes,1990-02-03 13:33:20,10837.1435185185,116,Yes
1990-04-30 17:13:20,10751.0324074074,133,No,1990-03-04 17:33:20,10807.9768518519,107,No
1990-05-14 20:06:40,10736.912037037,122,No,1990-05-17 09:13:20,10734.3657407407,124,No
1990-01-11 15:33:20,10860.0601851852,47,No,1990-06-04 10:33:20,10716.3101851852,59,No
1990-05-01 04:20:00,10750.5694444444,77,No,1990-01-25 18:26:40,10845.9398148148,76,No
1990-02-08 10:13:20,10832.2824074074,107,No,1990-01-16 12:13:20,10855.1990740741,129,No
1990-04-08 00:46:40,10773.7175925926,107,Yes,1990-03-17 16:40:00,10795.0138888889,92,Yes
1990-02-07 00:53:20,10833.6712962963,97,Yes,1990-02-23 05:46:40,10817.4675925926,91,Yes
1990-06-02 14:06:40,10718.162037037,106,No,1990-04-24 05:40:00,10757.5138888889,113,No
1990-04-23 07:26:40,10758.4398148148,172,Yes,1990-03-01 22:53:20,10810.7546296296,96,Yes
1990-03-19 18:40:00,10792.9305555556,110,Yes,1990-02-23 11:20:00,10817.2361111111,49,Yes
1990-06-09 07:13:20,10711.4490740741,128,Yes,1990-02-22 13:06:40,10818.162037037,87,Yes
1990-01-24 03:33:20,10847.5601851852,86,Yes,1990-02-13 06:53:20,10827.4212962963,107,Yes
1990-05-21 07:40:00,10730.4305555556,135,No,1990-05-17 09:13:20,10734.3657407407,98,No
1990-02-13 01:20:00,10827.6527777778,151,No,1990-03-18 03:46:40,10794.5509259259,140,No
1990-02-01 22:40:00,10838.7638888889,94,No,1990-03-05 10:13:20,10807.2824074074,100,No
1990-04-09 21:13:20,10771.8657407407,87,No,1990-01-01 00:00:00,10870.7083333333,74,No
1990-03-13 23:46:40,10798.7175925926,65,Yes,1990-04-06 04:20:00,10775.5694444444,128,Yes
1990-04-13 08:33:20,10768.3935185185,95,Yes,1990-01-12 13:46:40,10859.1342592593,105,Yes
1990-04-29 02:20:00,10752.6527777778,69,No,1990-05-30 02:46:40,10721.6342592593,99,No
1990-04-14 06:46:40,10767.4675925926,112,Yes,1990-06-10 11:00:00,10710.2916666667,97,Yes
1990-03-10 12:26:40,10802.1898148148,80,Yes,1990-03-13 01:33:20,10799.6435185185,139,Yes
1990-03-17 22:13:20,10794.7824074074,121,Yes,1990-01-25 18:26:40,10845.9398148148,77,Yes
1990-03-25 13:33:20,10787.1435185185,125,Yes,1990-02-12 03:06:40,10828.5787037037,113,Yes
1990-03-27 04:26:40,10785.5231481481,91,No,1990-03-11 05:06:40,10801.4953703704,110,No
1990-02-21 03:46:40,10819.5509259259,32,No,1990-05-24 07:53:20,10727.4212962963,135,No
1990-02-22 07:33:20,10818.3935185185,140,No,1990-04-17 07:00:00,10764.4583333333,131,No
1990-02-21 09:20:00,10819.3194444444,165,No,1990-04-05 17:13:20,10776.0324074074,77,No
1990-04-26 07:40:00,10755.4305555556,106,Yes,1990-03-05 21:20:00,10806.8194444444,63,Yes
1990-03-04 06:26:40,10808.4398148148,64,No,1990-03-19 07:33:20,10793.3935185185,116,No
1990-02-13 06:53:20,10827.4212962963,95,Yes,1990-05-02 19:13:20,10748.9490740741,126,Yes
1990-03-14 16:26:40,10798.0231481481,86,Yes,1990-03-19 13:06:40,10793.162037037,134,Yes
1990-05-01 15:26:40,10750.1064814815,129,Yes,1990-02-22 02:00:00,10818.625,119,Yes
1990-05-01 04:20:00,10750.5694444444,75,No,1990-05-15 23:53:20,10735.7546296296,81,No
1990-06-09 23:53:20,10710.7546296296,93,No,1990-03-22 07:46:40,10790.3842592593,55,No
1990-05-05 02:46:40,10746.6342592593,92,No,1990-05-04 15:40:00,10747.0972222222,144,No
1990-05-23 09:40:00,10728.3472222222,97,No,1990-04-12 15:53:20,10769.087962963,86,No
1990-03-20 16:53:20,10792.0046296296,88,Yes,1990-03-22 13:20:00,10790.1527777778,62,Yes
1990-04-12 15:53:20,10769.087962963,58,No,1990-06-15 18:46:40,10704.9675925926,118,No
1990-01-10 22:53:20,10860.7546296296,160,Yes,1990-03-14 22:00:00,10797.7916666667,102,Yes
1990-03-04 12:00:00,10808.2083333333,141,Yes,1990-04-17 12:33:20,10764.2268518519,87,Yes
1990-04-05 00:33:20,10776.7268518519,98,Yes,1990-03-30 15:46:40,10782.0509259259,136,Yes
