DOB_Male,DaysAlive_Male,IQ_Male,Pass_Female,DOB_Female,DaysAlive_Female,IQ_Female,Pass_Female.1
1990-01-29 05:46:40,10842.4675925926,141,No,1990-05-03 17:26:40,10748.0231481481,95,No
1990-04-18 05:13:20,10763.5324074074,148,No,1990-03-22 07:46:40,10790.3842592593,125,No
1990-01-11 10:00:00,10860.2916666667,75,No,1990-02-10 06:40:00,10830.4305555556,123,No
1990-05-28 11:53:20,10723.2546296296,112,No,1990-05-22 17:00:00,10729.0416666667,113,No
1990-06-06 18:06:40,10713.9953703704,148,Yes,1990-05-03 17:26:40,10748.0231481481,114,Yes
1990-05-18 18:33:20,10732.9768518519,119,Yes,1990-06-06 01:26:40,10714.6898148148,145,Yes
1990-01-26 00:00:00,10845.7083333333,107,No,1990-05-02 13:40:00,10749.1805555556,73,No
1990-03-29 12:00:00,10783.2083333333,84,No,1990-02-04 17:20:00,10835.9861111111,105,No
1990-05-05 08:20:00,10746.4027777778,115,No,1990-04-01 18:46:40,10779.9675925926,37,No
1990-01-07 17:06:40,10863.9953703704,78,No,1990-01-30 04:00:00,10841.5416666667,140,No
1990-03-10 23:33:20,10801.7268518519,139,Yes,1990-04-05 06:06:40,10776.4953703704,125,Yes
1990-03-24 09:46:40,10788.3009259259,48,Yes,1990-06-17 04:06:40,10703.5787037037,95,Yes
1990-01-02 03:46:40,10869.5509259259,53,Yes,1990-04-27 17:00:00,10754.0416666667,75,Yes
1990-04-01 18:46:40,10779.9675925926,102,Yes,1990-01-23 10:53:20,10848.2546296296,114,Yes
1990-04-20 01:40:00,10761.6805555556,114,No,1990-04-05 00:33:20,10776.7268518519,128,No
1990-02-04 00:40:00,10836.6805555556,126,No,1990-05-24 02:20:00,10727.6527777778,71,No
1990-01-02 20:26:40,10868.8564814815,106,Yes,1990-02-20 00:00:00,10820.7083333333,99,Yes
1990-02-08 10:13:20,10832.2824074074,120,Yes,1990-05-23 20:46:40,10727.8842592593,49,Yes
1990-01-26 00:00:00,10845.7083333333,53,Yes,1990-02-26 22:40:00,10813.7638888889,56,Yes
1990-06-09 12:46:40,10711.2175925926,94,No,1990-01-04 00:13:20,10867.6990740741,77,No
1990-02-19 18:26:40,10820.9398148148,131,No,1990-03-21 09:33:20,10791.3101851852,58,No
1990-01-26 00:00:00,10845.7083333333,106,Yes,1990-03-30 21:20:00,10781.8194444444,98,Yes
1990-05-24 07:53:20,10727.4212962963,102,Yes,1990-03-07 01:06:40,10805.662037037,60,Yes
1990-04-11 12:06:40,10770.2453703704,108,No,1990-01-04 05:46:40,10867.4675925926,92,No
1990-05-18 13:00:00,10733.2083333333,72,No,1990-03-25 19:06:40,10786.912037037,139,No
1990-06-07 05:13:20,10713.5324074074,124,No,1990-02-14 10:40:00,10826.2638888889,78,No
1990-05-21 13:13:20,10730.1990740741,97,Yes,1990-02-15 14:26:40,10825.1064814815,72,Yes
1990-01-15 02:53:20,10856.587962963,86,Yes,1990-02-04 17:20:00,10835.9861111111,142,Yes
1990-05-10 10:33:20,10741.3101851852,133,No,1990-05-12 18:06:40,10738.9953703704,122,No
1990-05-29 04:33:20,10722.5601851852,77,Yes,1990-03-28 02:40:00,10784.5972222222,97,Yes
1990-05-14 03:26:40,10737.6064814815,130,No,1990-02-12 14:13:20,10828.1157407407,79,No
1990-04-25 15:00:00,10756.125,158,Yes,1990-03-30 04:40:00,10782.5138888889,117,Yes
1990-01-16 12:13:20,10855.1990740741,132,Yes,1990-04-02 05:53:20,10779.5046296296,76,Yes
1990-05-04 10:06:40,10747.3287037037,70,No,1990-03-01 00:40:00,10811.6805555556,83,No
1990-03-19 18:40:00,10792.9305555556,95,No,1990-02-09 02:53:20,10831.587962963,89,No
1990-03-12 20:00:00,10799.875,69,No,1990-01-22 07:06:40,10849.412037037,102,No
1990-05-01 21:00:00,10749.875,103,Yes,1990-04-11 23:13:20,10769.7824074074,31,Yes
1990-04-18 16:20:00,10763.0694444444,84,Yes,1990-05-22 05:53:20,10729.5046296296,86,Yes
1990-02-02 09:46:40,10838.3009259259,95,No,1990-01-17 21:33:20,10853.8101851852,138,No
1990-05-27 08:06:40,10724.412037037,99,Yes,1990-01-24 20:13:20,10846.8657407407,81,Yes
1990-03-29 23:06:40,10782.7453703704,98,Yes,1990-02-03 02:26:40,10837.6064814815,100,Yes
1990-01-15 19:33:20,10855.8935185185,147,Yes,1990-02-20 05:33:20,10820.4768518519,99,Yes
1990-02-28 13:33:20,10812.1435185185,101,Yes,1990-04-18 05:13:20,10763.5324074074,91,Yes
1990-01-07 06:00:00,10864.4583333333,58,Yes,1990-05-25 00:33:20,10726.7268518519,114,Yes
1990-04-08 06:20:00,10773.4861111111,96,No,1990-01-22 01:33:20,10849.6435185185,111,No
1990-04-01 01:06:40,10780.662037037,164,Yes,1990-06-12 01:53:20,10708.6712962963,123,Yes
1990-03-29 23:06:40,10782.7453703704,152,No,1990-04-25 09:26:40,10756.3564814815,73,No
1990-03-13 07:06:40,10799.412037037,106,Yes,1990-05-29 21:13:20,10721.8657407407,46,Yes
1990-06-06 01:26:40,10714.6898148148,117,No,1990-02-02 09:46:40,10838.3009259259,43,No
1990-02-26 22:40:00,10813.7638888889,89,No,1990-03-15 20:13:20,10796.8657407407,92,No
1990-04-06 21:00:00,10774.875,95,Yes,1990-06-17 09:40:00,10703.3472222222,74,Yes
1990-04-30 17:13:20,10751.0324074074,72,Yes,1990-06-09 01:40:00,10711.6805555556,77,Yes
1990-04-29 19:00:00,10751.9583333333,114,No,1990-04-01 18:46:40,10779.9675925926,92,No
1990-04-18 21:53:20,10762.837962963,115,Yes,1990-04-01 01:06:40,10780.662037037,105,Yes
1990-02-22 07:33:20,10818.3935185185,131,Yes,1990-02-05 04:26:40,10835.5231481481,111,Yes
1990-03-19 18:40:00,10792.9305555556,119,No,1990-02-02 20:53:20,10837.837962963,154,No
1990-02-15 08:53:20,10825.337962963,151,No,1990-04-17 23:40:00,10763.7638888889,93,No
1990-04-28 04:06:40,10753.5787037037,140,No,1990-05-18 13:00:00,10733.2083333333,80,No
1990-02-08 21:20:00,10831.8194444444,84,Yes,1990-04-24 11:13:20,10757.2824074074,124,Yes
1990-02-01 17:06:40,10838.9953703704,120,Yes,1990-02-09 14:00:00,10831.125,95,Yes
1990-06-06 01:26:40,10714.6898148148,98,No,1990-06-08 20:06:40,10711.912037037,134,No
1990-01-20 16:13:20,10851.0324074074,113,Yes,1990-03-13 18:13:20,10798.9490740741,127,Yes
1990-05-27 08:06:40,10724.412037037,43,No,1990-01-09 19:06:40,10861.912037037,162,No
1990-05-08 03:00:00,10743.625,51,Yes,1990-05-17 14:46:40,10734.1342592593,102,Yes
1990-04-10 13:53:20,10771.1712962963,81,Yes,1990-06-06 23:40:00,10713.7638888889,79,Yes
1990-01-28 18:40:00,10842.9305555556,106,Yes,1990-06-02 03:00:00,10718.625,84,Yes
1990-03-18 20:26:40,10793.8564814815,130,Yes,1990-03-28 19:20:00,10783.9027777778,62,Yes
1990-04-15 05:00:00,10766.5416666667,112,No,1990-06-12 13:00:00,10708.2083333333,123,No
1990-05-28 11:53:20,10723.2546296296,113,Yes,1990-01-19 23:33:20,10851.7268518519,62,Yes
1990-05-26 21:00:00,10724.875,100,Yes,1990-02-07 23:06:40,10832.7453703704,101,Yes
1990-05-06 06:33:20,10745.4768518519,111,No,1990-02-21 14:53:20,10819.087962963,70,No
1990-01-19 18:00:00,10851.9583333333,51,Yes,1990-06-13 11:13:20,10707.2824074074,86,Yes
1990-05-30 13:53:20,10721.1712962963,129,No,1990-03-26 11:46:40,10786.2175925926,149,No
1990-02-12 19:46:40,10827.8842592593,138,Yes,1990-01-18 19:46:40,10852.8842592593,78,Yes
1990-03-09 14:13:20,10803.1157407407,71,Yes,1990-04-16 14:20:00,10765.1527777778,58,Yes
1990-01-12 02:40:00,10859.5972222222,97,Yes,1990-04-19 03:26:40,10762.6064814815,99,Yes
1990-02-23 22:26:40,10816.7731481481,134,No,1990-05-09 06:46:40,10742.4675925926,112,No
1990-04-10 13:53:20,10771.1712962963,137,Yes,1990-02-01 22:40:00,10838.7638888889,109,Yes
1990-02-18 14:40:00,10822.0972222222,112,Yes,1990-02-21 09:20:00,10819.3194444444,116,Yes
1990-05-03 23:00:00,10747.7916666667,103,Yes,1990-04-22 09:13:20,10759.3657407407,128,Yes
1990-04-18 16:20:00,10763.0694444444,93,Yes,1990-01-10 06:13:20,10861.4490740741,111,Yes
1990-05-12 01:26:40,10739.6898148148,136,Yes,1990-02-09 08:26:40,10831.3564814815,101,Yes
1990-05-03 17:26:40,10748.0231481481,112,No,1990-01-11 10:00:00,10860.2916666667,117,No
1990-01-01 05:33:20,10870.4768518519,79,Yes,1990-04-07 13:40:00,10774.1805555556,104,Yes
1990-05-05 02:46:40,10746.6342592593,50,No,1990-03-11 21:46:40,10800.8009259259,94,No
1990-01-20 05:06:40,10851.4953703704,91,Yes,1990-01-19 23:33:20,10851.7268518519,104,Yes
1990-03-10 18:00:00,10801.9583333333,126,No,1990-06-10 05:26:40,10710.5231481481,74,No
1990-06-04 05:00:00,10716.5416666667,76,Yes,1990-02-22 07:33:20,10818.3935185185,82,Yes
1990-01-08 09:46:40,10863.3009259259,82,No,1990-05-02 08:06:40,10749.412037037,128,No
1990-05-09 01:13:20,10742.6990740741,101,No,1990-01-11 04:26:40,10860.5231481481,120,No
1990-03-21 09:33:20,10791.3101851852,55,Yes,1990-06-06 23:40:00,10713.7638888889,101,Yes
1990-01-16 06:40:00,10855.4305555556,99,Yes,1990-05-18 13:00:00,10733.2083333333,91,Yes
1990-02-06 13:46:40,10834.1342592593,116,No,1990-04-25 15:00:00,10756.125,128,No
1990-02-22 02:00:00,10818.625,93,Yes,1990-01-08 20:53:20,10862.837962963,98,Yes
1990-03-11 16:13:20,10801.0324074074,63,Yes,1990-05-12 23:40:00,10738.7638888889,73,Yes
1990-03-11 21:46:40,10800.8009259259,91,No,1990-02-16 12:40:00,10824.1805555556,140,No
1990-05-06 12:06:40,10745.2453703704,145,No,1990-03-08 04:53:20,10804.5046296296,50,No
1990-04-22 03:40:00,10759.5972222222,117,No,1990-01-19 23:33:20,10851.7268518519,95,No
1990-05-02 19:13:20,10748.9490740741,111,Yes,1990-05-28 00:46:40,10723.7175925926,165,Yes
1990-06-14 15:00:00,10706.125,104,Yes,1990-05-18 13:00:00,10733.2083333333,64,Yes
1990-02-20 00:00:00,10820.7083333333,118,Yes,1990-05-29 04:33:20,10722.5601851852,95,Yes
1990-06-04 16:06:40,10716.0787037037,59,Yes,1990-04-13 03:00:00,10768.625,93,Yes
1990-01-13 23:06:40,10857.7453703704,169,Yes,1990-04-16 03:13:20,10765.6157407407,77,Yes
1990-03-27 10:00:00,10785.2916666667,93,No,1990-01-29 05:46:40,10842.4675925926,191,No
1990-03-19 07:33:20,10793.3935185185,75,Yes,1990-05-21 07:40:00,10730.4305555556,106,Yes
1990-05-17 03:40:00,10734.5972222222,70,Yes,1990-01-27 20:26:40,10843.8564814815,63,Yes
1990-04-13 14:06:40,10768.162037037,59,No,1990-01-13 00:53:20,10858.6712962963,178,No
1990-02-27 15:20:00,10813.0694444444,120,No,1990-02-05 04:26:40,10835.5231481481,83,No
1990-05-19 11:13:20,10732.2824074074,88,No,1990-04-15 21:40:00,10765.8472222222,131,No
1990-03-12 20:00:00,10799.875,104,No,1990-04-22 09:13:20,10759.3657407407,99,No
1990-01-06 07:46:40,10865.3842592593,96,No,1990-06-18 13:26:40,10702.1898148148,63,No
1990-06-02 14:06:40,10718.162037037,105,No,1990-06-18 13:26:40,10702.1898148148,112,No
1990-01-20 21:46:40,10850.8009259259,95,No,1990-05-13 05:13:20,10738.5324074074,89,No
1990-03-19 13:06:40,10793.162037037,164,No,1990-05-03 11:53:20,10748.2546296296,84,No
1990-03-21 15:06:40,10791.0787037037,61,No,1990-03-21 09:33:20,10791.3101851852,133,No
1990-05-20 20:33:20,10730.8935185185,120,Yes,1990-05-08 03:00:00,10743.625,55,Yes
1990-02-12 14:13:20,10828.1157407407,124,No,1990-02-15 03:20:00,10825.5694444444,82,No
1990-02-27 04:13:20,10813.5324074074,92,Yes,1990-05-08 08:33:20,10743.3935185185,64,Yes
1990-01-17 10:26:40,10854.2731481481,150,Yes,1990-04-16 19:53:20,10764.9212962963,91,Yes
1990-05-02 13:40:00,10749.1805555556,110,No,1990-04-14 01:13:20,10767.6990740741,68,No
1990-04-02 05:53:20,10779.5046296296,91,No,1990-03-07 01:06:40,10805.662037037,115,No
1990-01-29 05:46:40,10842.4675925926,76,Yes,1990-01-02 20:26:40,10868.8564814815,82,Yes
1990-05-25 00:33:20,10726.7268518519,86,Yes,1990-02-17 22:00:00,10822.7916666667,121,Yes
1990-03-23 06:00:00,10789.4583333333,119,Yes,1990-06-17 09:40:00,10703.3472222222,92,Yes
1990-05-11 03:13:20,10740.6157407407,130,Yes,1990-04-04 02:20:00,10777.6527777778,72,Yes
1990-05-17 20:20:00,10733.9027777778,69,No,1990-05-12 18:06:40,10738.9953703704,99,No
1990-04-16 14:20:00,10765.1527777778,43,No,1990-01-10 11:46:40,10861.2175925926,117,No
1990-01-10 06:13:20,10861.4490740741,86,Yes,1990-03-05 04:40:00,10807.5138888889,161,Yes
1990-05-24 19:00:00,10726.9583333333,134,No,1990-05-10 16:06:40,10741.0787037037,85,No
1990-02-24 20:40:00,10815.8472222222,105,Yes,1990-05-09 12:20:00,10742.2361111111,111,Yes
1990-03-04 12:00:00,10808.2083333333,116,No,1990-04-07 13:40:00,10774.1805555556,112,No
1990-02-03 02:26:40,10837.6064814815,168,Yes,1990-01-01 16:40:00,10870.0138888889,166,Yes
1990-03-23 17:06:40,10788.9953703704,94,No,1990-01-05 20:40:00,10865.8472222222,96,No
1990-04-15 05:00:00,10766.5416666667,107,Yes,1990-05-22 17:00:00,10729.0416666667,131,Yes
1990-01-14 10:13:20,10857.2824074074,100,Yes,1990-04-11 12:06:40,10770.2453703704,100,Yes
1990-06-16 11:26:40,10704.2731481481,68,Yes,1990-02-04 00:40:00,10836.6805555556,94,Yes
1990-05-12 07:00:00,10739.4583333333,95,Yes,1990-05-21 13:13:20,10730.1990740741,148,Yes
1990-01-11 04:26:40,10860.5231481481,60,Yes,1990-01-09 02:26:40,10862.6064814815,104,Yes
1990-05-16 16:33:20,10735.0601851852,40,No,1990-01-01 16:40:00,10870.0138888889,86,No
1990-04-07 02:33:20,10774.6435185185,74,Yes,1990-04-08 00:46:40,10773.7175925926,111,Yes
1990-04-02 22:33:20,10778.8101851852,107,Yes,1990-01-10 22:53:20,10860.7546296296,62,Yes
1990-02-01 00:26:40,10839.6898148148,120,No,1990-03-02 15:33:20,10810.0601851852,80,No
1990-01-03 02:00:00,10868.625,106,No,1990-03-09 08:40:00,10803.3472222222,189,No
1990-03-10 06:53:20,10802.4212962963,118,Yes,1990-05-18 13:00:00,10733.2083333333,77,Yes
1990-01-07 17:06:40,10863.9953703704,74,No,1990-01-08 15:20:00,10863.0694444444,127,No
1990-02-14 21:46:40,10825.8009259259,74,Yes,1990-05-11 19:53:20,10739.9212962963,120,Yes
1990-03-10 06:53:20,10802.4212962963,123,No,1990-03-01 11:46:40,10811.2175925926,85,No
1990-02-21 09:20:00,10819.3194444444,50,No,1990-06-13 16:46:40,10707.0509259259,126,No
1990-06-08 09:00:00,10712.375,101,Yes,1990-04-28 04:06:40,10753.5787037037,52,Yes
1990-05-15 07:13:20,10736.4490740741,76,Yes,1990-06-16 17:00:00,10704.0416666667,138,Yes
1990-02-19 07:20:00,10821.4027777778,107,No,1990-05-17 14:46:40,10734.1342592593,81,No
1990-05-24 02:20:00,10727.6527777778,143,Yes,1990-05-14 20:06:40,10736.912037037,129,Yes
1990-01-10 11:46:40,10861.2175925926,100,Yes,1990-01-22 07:06:40,10849.412037037,66,Yes
1990-06-08 14:33:20,10712.1435185185,103,No,1990-05-28 11:53:20,10723.2546296296,116,No
1990-05-03 23:00:00,10747.7916666667,86,Yes,1990-03-21 15:06:40,10791.0787037037,79,Yes
1990-05-01 09:53:20,10750.337962963,78,No,1990-02-04 00:40:00,10836.6805555556,97,No
1990-03-18 03:46:40,10794.5509259259,114,Yes,1990-01-28 07:33:20,10843.3935185185,65,Yes
1990-05-04 10:06:40,10747.3287037037,105,Yes,1990-04-16 03:13:20,10765.6157407407,63,Yes
1990-04-17 23:40:00,10763.7638888889,84,No,1990-05-21 07:40:00,10730.4305555556,64,No
1990-05-18 07:26:40,10733.4398148148,84,No,1990-06-16 00:20:00,10704.7361111111,131,No
1990-05-12 07:00:00,10739.4583333333,102,No,1990-03-30 04:40:00,10782.5138888889,79,No
1990-03-23 22:40:00,10788.7638888889,132,No,1990-01-29 00:13:20,10842.6990740741,124,No
1990-03-30 04:40:00,10782.5138888889,61,No,1990-04-05 00:33:20,10776.7268518519,104,No
1990-05-08 03:00:00,10743.625,132,Yes,1990-04-19 14:33:20,10762.1435185185,152,Yes
1990-06-02 19:40:00,10717.9305555556,45,Yes,1990-04-22 20:20:00,10758.9027777778,115,Yes
1990-05-12 18:06:40,10738.9953703704,122,Yes,1990-02-10 17:46:40,10829.9675925926,117,Yes
1990-01-26 22:13:20,10844.7824074074,80,No,1990-01-30 09:33:20,10841.3101851852,113,No
1990-02-05 15:33:20,10835.0601851852,95,Yes,1990-05-09 17:53:20,10742.0046296296,121,Yes
1990-03-14 10:53:20,10798.2546296296,108,No,1990-04-24 22:20:00,10756.8194444444,107,No
1990-06-06 01:26:40,10714.6898148148,121,No,1990-04-21 16:33:20,10760.0601851852,87,No
1990-03-24 09:46:40,10788.3009259259,103,Yes,1990-03-28 19:20:00,10783.9027777778,82,Yes
1990-02-22 02:00:00,10818.625,92,No,1990-01-18 14:13:20,10853.1157407407,60,No
1990-06-01 04:46:40,10719.5509259259,113,No,1990-02-09 19:33:20,10830.8935185185,129,No
1990-05-04 10:06:40,10747.3287037037,89,Yes,1990-02-22 07:33:20,10818.3935185185,69,Yes
1990-01-08 04:13:20,10863.5324074074,93,Yes,1990-05-02 19:13:20,10748.9490740741,99,Yes
1990-04-27 05:53:20,10754.5046296296,119,No,1990-01-16 06:40:00,10855.4305555556,91,No
1990-05-26 04:20:00,10725.5694444444,125,Yes,1990-01-31 02:13:20,10840.6157407407,113,Yes
1990-04-27 05:53:20,10754.5046296296,119,No,1990-02-11 04:53:20,10829.5046296296,121,No
1990-03-18 14:53:20,10794.087962963,94,Yes,1990-01-04 00:13:20,10867.6990740741,107,Yes
1990-03-05 21:20:00,10806.8194444444,125,Yes,1990-06-13 22:20:00,10706.8194444444,66,Yes
1990-03-04 23:06:40,10807.7453703704,111,Yes,1990-04-24 22:20:00,10756.8194444444,64,Yes
1990-06-13 05:40:00,10707.5138888889,93,Yes,1990-02-12 19:46:40,10827.8842592593,36,Yes
1990-03-23 00:26:40,10789.6898148148,104,No,1990-05-31 12:06:40,10720.2453703704,90,No
1990-05-18 13:00:00,10733.2083333333,77,No,1990-05-15 23:53:20,10735.7546296296,53,No
1990-06-11 14:46:40,10709.1342592593,95,No,1990-01-29 11:20:00,10842.2361111111,113,No
1990-01-10 11:46:40,10861.2175925926,83,No,1990-03-11 16:13:20,10801.0324074074,121,No
1990-05-13 10:46:40,10738.3009259259,72,No,1990-04-09 04:33:20,10772.5601851852,145,No
1990-01-19 06:53:20,10852.4212962963,115,Yes,1990-03-20 16:53:20,10792.0046296296,63,Yes
1990-03-02 21:06:40,10809.8287037037,105,No,1990-02-26 00:26:40,10814.6898148148,95,No
1990-03-30 21:20:00,10781.8194444444,144,Yes,1990-04-28 15:13:20,10753.1157407407,-3,Yes
1990-02-12 08:40:00,10828.3472222222,60,Yes,1990-01-06 07:46:40,10865.3842592593,77,Yes
1990-04-11 06:33:20,10770.4768518519,93,Yes,1990-04-09 10:06:40,10772.3287037037,127,Yes
1990-05-17 20:20:00,10733.9027777778,95,No,1990-02-04 06:13:20,10836.4490740741,143,No
1990-04-16 08:46:40,10765.3842592593,83,No,1990-05-27 19:13:20,10723.9490740741,74,No
1990-06-13 22:20:00,10706.8194444444,79,No,1990-04-03 20:46:40,10777.8842592593,110,No
1990-02-01 22:40:00,10838.7638888889,116,Yes,1990-01-26 00:00:00,10845.7083333333,103,Yes
1990-01-22 12:40:00,10849.1805555556,68,No,1990-01-25 12:53:20,10846.1712962963,140,No
1990-06-10 11:00:00,10710.2916666667,63,No,1990-03-28 13:46:40,10784.1342592593,47,No
1990-01-27 09:20:00,10844.3194444444,104,Yes,1990-05-22 05:53:20,10729.5046296296,72,Yes
1990-04-05 22:46:40,10775.8009259259,135,No,1990-01-17 04:53:20,10854.5046296296,87,No
1990-04-20 12:46:40,10761.2175925926,90,No,1990-05-04 21:13:20,10746.8657407407,125,No
1990-04-03 15:13:20,10778.1157407407,95,No,1990-04-17 18:06:40,10763.9953703704,76,No
1990-05-06 06:33:20,10745.4768518519,113,Yes,1990-01-25 01:46:40,10846.6342592593,165,Yes
1990-04-07 13:40:00,10774.1805555556,38,No,1990-01-03 07:33:20,10868.3935185185,94,No
1990-06-08 09:00:00,10712.375,101,Yes,1990-05-27 08:06:40,10724.412037037,55,Yes
