site_code year month day hour minute second value value_std_dev nvalue latitude longitude altitude elevation intake_height qcflag
MLO 1973 2 27 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 2 28 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 3 1 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 3 2 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 3 3 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 3 4 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 3 5 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 3 6 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 3 7 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 3 8 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 3 9 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 3 10 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 3 11 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 3 12 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 3 13 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 3 14 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 3 15 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 3 16 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 3 17 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 3 18 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 3 19 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 3 20 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 3 21 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 3 22 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 3 23 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 3 24 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 3 25 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 3 26 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 3 27 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 3 28 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 3 29 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 3 30 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 3 31 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 4 1 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 4 2 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 4 3 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 4 4 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 4 5 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 4 6 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 4 7 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 4 8 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 4 9 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 4 10 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 4 11 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 4 12 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 4 13 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 4 14 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 4 15 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 4 16 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 4 17 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 4 18 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 4 19 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 4 20 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 4 21 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 4 22 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 4 23 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 4 24 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 4 25 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 4 26 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 4 27 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 4 28 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 4 29 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 4 30 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 5 1 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 5 2 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 5 3 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 5 4 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 5 5 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 5 6 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 5 7 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 5 8 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 5 9 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 5 10 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 5 11 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 5 12 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 5 13 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 5 14 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 5 15 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 5 16 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 5 17 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 5 18 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 5 19 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 5 20 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 5 21 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 5 22 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 5 23 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 5 24 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 5 25 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 5 26 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 5 27 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 5 28 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 5 29 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 5 30 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 5 31 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 6 1 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 6 2 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 6 3 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 6 4 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 6 5 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 6 6 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 6 7 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 6 8 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 6 9 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 6 10 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 6 11 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 6 12 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 6 13 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 6 14 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 6 15 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 6 16 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 6 17 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 6 18 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 6 19 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 6 20 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 6 21 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 6 22 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 6 23 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 6 24 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 6 25 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 6 26 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 6 27 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 6 28 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 6 29 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 6 30 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 7 1 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 7 2 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 7 3 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 7 4 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 7 5 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 7 6 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 7 7 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 7 8 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 7 9 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 7 10 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 7 11 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 7 12 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 7 13 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 7 14 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 7 15 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 7 16 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 7 17 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 7 18 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 7 19 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 7 20 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 7 21 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 7 22 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 7 23 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 7 24 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 7 25 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 7 26 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 7 27 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 7 28 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 7 29 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 7 30 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 7 31 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 8 1 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 8 2 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 8 3 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 8 4 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 8 5 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 8 6 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 8 7 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 8 8 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 8 9 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 8 10 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 8 11 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 8 12 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 8 13 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 8 14 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 8 15 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 8 16 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 8 17 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 8 18 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 8 19 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 8 20 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 8 21 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 8 22 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 8 23 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 8 24 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 8 25 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 8 26 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 8 27 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 8 28 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 8 29 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 8 30 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 8 31 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 9 1 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 9 2 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 9 3 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 9 4 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 9 5 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 9 6 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 9 7 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 9 8 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
MLO 1973 9 9 0 0 0 -999.99 -99.99 0 19.536 -155.576 3437.0 3397.0 40.0 *..
