SampleID	Taxa	Threshold-Status	No_of_Reads	Percentage_Abundance	Avg._Score
EP288825_K10_MV1D	Corynebacterium_imitans_lipophiloflavum	BT	19	0.028268761530679	95.8473684210526
EP288825_K10_MV1D	Anaerococcus_OTU147	AT	19	0.028268761530679	99.0631578947368
EP288825_K10_MV1D	Anaerococcus_OTU153	AT	18	0.0267809319764328	98.4944444444445
EP288825_K10_MV1D	Lactobacillus_iners	AT	17	0.0252931024221865	99.2470588235294
EP288825_K10_MV1D	Lactobacillus_vaginalis	BT	16	0.0238052728679402	93.05625
EP288825_K10_MV1D	Anaerococcus_octavius	BT	14	0.0208296137594477	95.2428571428571
EP288825_K10_MV1D	Propionibacterium_acnes	AT	13	0.0193417842052015	99.7153846153846
EP288825_K10_MV1D	Clostridiales_BVAB3	BT	12	0.0178539546509552	84.2
EP288825_K10_MV1D	Atopobium_OTU7	BT	11	0.0163661250967089	90.8363636363636
EP288825_K10_MV1D	Porphyromonas_uenonis_asaccharolytica	BT	11	0.0163661250967089	95.1363636363636
EP288825_K10_MV1D	Corynebacterium_cluster58	BT	11	0.0163661250967089	95.9363636363636
EP288825_K10_MV1D	Actinobaculum_schaalii	BT	10	0.0148782955424627	90.68
EP288825_K10_MV1D	Staphylococcus_cluster47	AT	10	0.0148782955424627	99.08
EP288825_K10_MV1D	Lactobacillus_crispatus_type1	AT	9	0.0133904659882164	97.9
EP288825_K10_MV1D	Propionimicrobium_lymphophilum	BT	9	0.0133904659882164	90.2444444444445
EP288825_K10_MV1D	Anaerococcus_OTU147	BT	8	0.0119026364339701	93.8875
EP288825_K10_MV1D	Atopobium_vaginae	BT	8	0.0119026364339701	91.9375
EP288825_K10_MV1D	Corynebacterium_pyruviciproducens_cluster	BT	6	0.00892697732547759	91.2666666666667
EP288825_K10_MV1D	Lactobacillus_crispatus_type1	BT	6	0.00892697732547759	96.5
EP288825_K10_MV1D	Veillonella_atypica_dispar_parvula	BT	6	0.00892697732547759	89.45
EP288825_K10_MV1D	Corynebacterium_glucuronolyticum	AT	6	0.00892697732547759	97.2666666666667
EP288825_K10_MV1D	Prevotella_bergensis	BT	6	0.00892697732547759	88.4
EP288825_K10_MV1D	Arcanobacterium_haemolyticum_phocae	BT	6	0.00892697732547759	94.6666666666667
EP288825_K10_MV1D	Porphyromonas_bennonis	BT	6	0.00892697732547759	92.7666666666667
EP288825_K10_MV1D	Peptostreptococcus_stomatis	BT	5	0.00743914777123133	91.48
EP288825_K10_MV1D	Anaerococcus_OTU5	BT	5	0.00743914777123133	94.02
EP288825_K10_MV1D	Anaerococcus_OTU151	AT	5	0.00743914777123133	98.76
EP288825_K10_MV1D	Corynebacterium_cluster45	BT	5	0.00743914777123133	94.36
EP288825_K10_MV1D	Aerococcus_urinae	BT	5	0.00743914777123133	91.76
EP288825_K10_MV1D	Helcococcus_ovis	BT	4	0.00595131821698506	83.8
EP288825_K10_MV1D	Bosea_cluster53	BT	4	0.00595131821698506	94.7
EP288825_K10_MV1D	Anaerococcus_hydrogenalis	BT	4	0.00595131821698506	93.45
EP288825_K10_MV1D	Anaerococcus_OTU145	BT	4	0.00595131821698506	92.1
EP288825_K10_MV1D	Agromyces_cluster54	BT	4	0.00595131821698506	90.75
EP288825_K10_MV1D	No_Hit	BT	4	0.00595131821698506	0
EP288825_K10_MV1D	Bacteroides_coagulans	BT	3	0.0044634886627388	91.6333333333333
EP288825_K10_MV1D	Actinomyces_turicensis	BT	3	0.0044634886627388	88.8666666666667
EP288825_K10_MV1D	"Lachnospiraceae"_BVAB1	AT	3	0.0044634886627388	99.1333333333333
EP288825_K10_MV1D	Megasphaera_micronuciformis	AT	3	0.0044634886627388	98.9333333333333
EP288825_K10_MV1D	Bacteroides_coagulans	AT	3	0.0044634886627388	99.2
EP288825_K10_MV1D	Anaerococcus_OTU151	BT	3	0.0044634886627388	94
EP288825_K10_MV1D	Alloscardovia_omnicolens	BT	3	0.0044634886627388	90.7333333333333
EP288825_K10_MV1D	Varibaculum_cambriense	AT	3	0.0044634886627388	98.2666666666667
EP288825_K10_MV1D	Aerococcus_urinae	AT	3	0.0044634886627388	99.6666666666667
EP288825_K10_MV1D	Coprococcus_eutactus	BT	3	0.0044634886627388	82.3
EP288825_K10_MV1D	Porphyromonas_somerae	BT	3	0.0044634886627388	88.9333333333333
EP288825_K10_MV1D	Anaerococcus_prevotii	AT	3	0.0044634886627388	97.5
EP288825_K10_MV1D	Delftia_acidovorans_lacustris_tsuruhatensis	BT	2	0.00297565910849253	93.15
EP288825_K10_MV1D	Actinomycetales_OTU158	BT	2	0.00297565910849253	87.4
EP288825_K10_MV1D	Corynebacterium_thomssenii_sundsvallense	BT	2	0.00297565910849253	96.25
EP288825_K10_MV1D	Actinomyces_radingae	AT	2	0.00297565910849253	99.3
EP288825_K10_MV1D	Propionibacterium_acnes	BT	2	0.00297565910849253	91.9
EP288825_K10_MV1D	Lactobacillus_iners	BT	2	0.00297565910849253	89.85
EP288825_K10_MV1D	Aerococcus_christensenii	BT	2	0.00297565910849253	93.5
EP288825_K10_MV1D	Actinobaculum_massiliense	BT	2	0.00297565910849253	90.1
EP288825_K10_MV1D	Facklamia_miroungae	BT	2	0.00297565910849253	94.3
EP288825_K10_MV1D	Streptococcus_cluster29	BT	2	0.00297565910849253	87.1
EP288825_K10_MV1D	Anaerococcus_OTU153	BT	2	0.00297565910849253	87.55
EP288825_K10_MV1D	Porphyromonas_circumdentaria	BT	2	0.00297565910849253	84.5
EP288825_K10_MV1D	Sneathia_amnii	AT	2	0.00297565910849253	99.7
EP288825_K10_MV1D	Corynebacterium_glucuronolyticum	BT	2	0.00297565910849253	93.35
EP288825_K10_MV1D	Lactobacillus_amylolyticus_hamsteri	BT	1	0.00148782955424627	79.1
EP288825_K10_MV1D	Fusobacterium_cluster48	BT	1	0.00148782955424627	90.6
EP288825_K10_MV1D	Actinomyces_nasicola	BT	1	0.00148782955424627	85.5
EP288825_K10_MV1D	Coriobacteriaceae_OTU27	AT	1	0.00148782955424627	99.6
EP288825_K10_MV1D	Butyrivibrio_fibrisolvens	BT	1	0.00148782955424627	79.8
EP288825_K10_MV1D	Corynebacterium_thomssenii_sundsvallense	AT	1	0.00148782955424627	99.4
EP288825_K10_MV1D	Clostridium_orbiscindens	BT	1	0.00148782955424627	82.8
EP288825_K10_MV1D	Prevotella_OTU48	AT	1	0.00148782955424627	98.4
EP288825_K10_MV1D	Megasphaera_micronuciformis	BT	1	0.00148782955424627	93.4
EP288825_K10_MV1D	Clostridium_lituseburense	BT	1	0.00148782955424627	85
EP288825_K10_MV1D	Comamonadaceae_cluster57	BT	1	0.00148782955424627	90
EP288825_K10_MV1D	Anaerococcus_octavius	AT	1	0.00148782955424627	98.1
EP288825_K10_MV1D	Microbacterium_agarici_lindanitolerans	BT	1	0.00148782955424627	90.9
EP288825_K10_MV1D	Bosea_cluster53	AT	1	0.00148782955424627	99.8
EP288825_K10_MV1D	Mogibacterium_vescum	BT	1	0.00148782955424627	86.5
EP288825_K10_MV1D	Veillonella_montpellierensis	BT	1	0.00148782955424627	85.7
EP288825_K10_MV1D	Caulobacteraceae_cluster34	BT	1	0.00148782955424627	79.4
EP288825_K10_MV1D	Staphylococcus_cluster47	BT	1	0.00148782955424627	94.8
EP438739_K10_MV1D	Bifidobacterium_longum_infantis_suis	AT	30	20.4081632653061	99.3933333333333
EP438739_K10_MV1D	Propionibacterium_acnes	AT	14	9.52380952380952	99.9142857142857
EP438739_K10_MV1D	Chryseobacterium_gleum	BT	13	8.84353741496599	92.0384615384615
EP438739_K10_MV1D	Gardnerella_vaginalis	AT	10	6.80272108843537	99.45
EP438739_K10_MV1D	Lactobacillus_iners	AT	9	6.12244897959184	99.3444444444444
EP438739_K10_MV1D	Streptococcus_agalactiae	AT	7	4.76190476190476	98.9428571428571
EP438739_K10_MV1D	Corynebacterium_thomssenii_sundsvallense	BT	7	4.76190476190476	96.1857142857143
EP438739_K10_MV1D	Clostridium_cellobioparum_termitidis	BT	5	3.40136054421769	82.98
EP438739_K10_MV1D	Aurantimonas_altamirensis	BT	5	3.40136054421769	91.88
EP438739_K10_MV1D	Atopobium_vaginae	AT	5	3.40136054421769	99.24
EP438739_K10_MV1D	Streptococcus_salivarius_thermophilus_vestibularis	AT	5	3.40136054421769	99.32
EP438739_K10_MV1D	Prevotella_cluster2	AT	4	2.72108843537415	99.1
EP438739_K10_MV1D	Actinomyces_urogenitalis	BT	4	2.72108843537415	92.15
EP438739_K10_MV1D	Microbacterium_dextranolyticum	AT	4	2.72108843537415	97.7
EP438739_K10_MV1D	Corynebacterium_kroppenstedtii	AT	4	2.72108843537415	99.325
EP438739_K10_MV1D	Lactobacillus_crispatus_cluster	AT	3	2.04081632653061	98.7333333333333
EP438739_K10_MV1D	Bosea_cluster53	BT	3	2.04081632653061	92.4666666666667
EP438739_K10_MV1D	Fusobacterium_cluster48	AT	2	1.36054421768707	99.4
EP438739_K10_MV1D	Clostridium_thermocellum	BT	2	1.36054421768707	84.4
EP438739_K10_MV1D	"Lachnospiraceae"_BVAB1	AT	2	1.36054421768707	99.4
EP438739_K10_MV1D	Actinomyces_canis	AT	2	1.36054421768707	97.1
EP438739_K10_MV1D	Actinomyces_canis	BT	2	1.36054421768707	96.7
EP438739_K10_MV1D	Clostridium_vincentii	BT	2	1.36054421768707	82.6
EP438739_K10_MV1D	Prevotella_OTU48	AT	1	0.680272108843537	99.6
EP438739_K10_MV1D	Corynebacterium_cluster58	BT	1	0.680272108843537	94.4
EP438739_K10_MV1D	Moraxella_osloensis	BT	1	0.680272108843537	88.5
EP351505_K10_MV1D	Gardnerella_vaginalis	AT	45071	41.4957280695294	99.308550952959
EP351505_K10_MV1D	"Lachnospiraceae"_BVAB1	AT	25284	23.2783383663549	99.3843260560142
EP351505_K10_MV1D	Prevotella_cluster2	AT	8992	8.27870663622302	99.2480649466198
EP351505_K10_MV1D	Atopobium_vaginae	AT	5315	4.89338587316786	98.4852869238023
EP351505_K10_MV1D	Prevotella_OTU48	AT	3051	2.80897841938573	98.3304490331047
EP351505_K10_MV1D	Megasphaera_cluster52	AT	2346	2.15990277675481	99.503239556692
EP351505_K10_MV1D	Prevotella_amnii	AT	1553	1.42980776312882	99.1437862202188
EP351505_K10_MV1D	Sneathia_amnii	AT	1388	1.27789644251307	99.6182276657072
EP351505_K10_MV1D	Streptococcus_anginosus	AT	1308	1.2042424688812	99.6509174311933
EP351505_K10_MV1D	Coriobacteriaceae_OTU27	AT	1304	1.2005597701996	99.8061349693258
EP351505_K10_MV1D	Prevotella_OTU49	AT	1208	1.11217500184135	99.2879139072845
EP351505_K10_MV1D	Lactobacillus_iners	AT	999	0.919753995728069	99.3766766766769
EP351505_K10_MV1D	Gardnerella_vaginalis	BT	968	0.891213080945717	92.5542355371902
EP351505_K10_MV1D	Parvimonas_OTU142	AT	893	0.822162480665832	99.1492721164616
EP351505_K10_MV1D	"Lachnospiraceae"_BVAB1	BT	881	0.81111438462105	92.8418842224744
EP351505_K10_MV1D	Clostridiales_BVAB2	AT	713	0.656441039994108	99.7956521739134
EP351505_K10_MV1D	Atopobium_vaginae	BT	646	0.59475583707741	93.5753869969042
EP351505_K10_MV1D	Aerococcus_christensenii	AT	555	0.51097444207115	99.7221621621623
EP351505_K10_MV1D	Prevotella_cluster2	BT	547	0.503609044707962	92.0235831809872
EP351505_K10_MV1D	Prevotella_bivia	AT	532	0.489798924651985	99.4359022556391
EP351505_K10_MV1D	Gemella_OTU86	AT	419	0.385762686896958	99.6128878281624
EP351505_K10_MV1D	Dialister_cluster51	AT	379	0.348935700081019	99.0717678100264
EP351505_K10_MV1D	Megasphaera_cluster52	BT	357	0.328680857332253	90.8946778711485
EP351505_K10_MV1D	Dialister_micraerophilus	AT	355	0.326839507991456	99.5616901408449
EP351505_K10_MV1D	Sneathia_sanguinegens	AT	325	0.299219267879502	99.0372307692308
EP351505_K10_MV1D	Prevotella_OTU48	BT	308	0.283567798482728	93.234090909091
EP351505_K10_MV1D	Prevotella_amnii	BT	202	0.185976283420491	93.1237623762377
EP351505_K10_MV1D	Mycoplasma_hominis	AT	168	0.154673344626943	99.7863095238094
EP351505_K10_MV1D	Prevotella_OTU49	BT	167	0.153752669956544	92.2808383233533
EP351505_K10_MV1D	Ureaplasma_cluster23	AT	157	0.144545923252559	99.1350318471337
EP351505_K10_MV1D	Prevotella_disiens	AT	147	0.135339176548575	99.3578231292517
EP351505_K10_MV1D	Veillonella_montpellierensis	AT	132	0.121529056492598	99.3196969696969
EP351505_K10_MV1D	Sneathia_amnii	BT	119	0.109560285777418	91.5117647058823
EP351505_K10_MV1D	Parvimonas_OTU142	BT	118	0.108639611107019	93.0525423728814
EP351505_K10_MV1D	Coriobacteriaceae_OTU27	BT	114	0.104956912425425	94.6666666666667
EP351505_K10_MV1D	Streptococcus_anginosus	BT	112	0.103115563084628	89.8321428571428
EP351505_K10_MV1D	Peptoniphilus_lacrimalis	AT	92	0.0847020696766591	98.8271739130435
EP351505_K10_MV1D	Lactobacillus_iners	BT	88	0.0810193709950652	88.3545454545455
EP351505_K10_MV1D	Lactobacillus_crispatus_cluster	AT	87	0.0800986963246667	99.528735632184
EP351505_K10_MV1D	Peptoniphilus_indolicus	AT	76	0.0699712749502836	99.0605263157894
EP351505_K10_MV1D	Clostridiales_BVAB3	AT	74	0.0681299256094866	99.75
EP351505_K10_MV1D	Clostridiales_BVAB2	BT	74	0.0681299256094866	95.0175675675676
EP351505_K10_MV1D	Arcanobacterium_haemolyticum_phocae	BT	67	0.0616852029166974	91.6059701492537
EP351505_K10_MV1D	Prevotella_bivia	BT	66	0.0607645282462989	92.8212121212121
EP351505_K10_MV1D	Porphyromonas_endodontalis	BT	65	0.0598438535759004	83.8015384615385
EP351505_K10_MV1D	Gemella_OTU86	BT	54	0.0497164322015173	90.9777777777778
EP351505_K10_MV1D	Dialister_cluster51	BT	50	0.0460337335199234	90.508
EP351505_K10_MV1D	Aerococcus_christensenii	BT	46	0.0423510348383295	92.0021739130435
EP351505_K10_MV1D	Dialister_micraerophilus	BT	46	0.0423510348383295	90.6304347826087
EP351505_K10_MV1D	Lactobacillus_jensenii	AT	44	0.0405096854975326	99.1204545454545
EP351505_K10_MV1D	Peptoniphilus_lacrimalis	BT	39	0.0359063121455402	91.9794871794872
EP351505_K10_MV1D	Finegoldia_magna	AT	34	0.0313029387935479	99.0852941176471
EP351505_K10_MV1D	Porphyromonas_uenonis_asaccharolytica	AT	33	0.0303822641231494	99.7333333333333
EP351505_K10_MV1D	Sneathia_sanguinegens	BT	32	0.029461589452751	90.928125
EP351505_K10_MV1D	Bulleidia_OTU94	AT	28	0.0257788907711571	99.75
EP351505_K10_MV1D	Corynebacterium_cluster58	AT	26	0.0239375414303602	98.5653846153846
EP351505_K10_MV1D	Streptococcus_agalactiae	AT	25	0.0230168667599617	99.288
EP351505_K10_MV1D	Corynebacterium_thomssenii_sundsvallense	AT	23	0.0211755174191648	99.7391304347826
EP351505_K10_MV1D	Veillonella_montpellierensis	BT	21	0.0193341680783678	92.0285714285714
EP351505_K10_MV1D	Actinomyces_hongkongensis	AT	16	0.0147307947263755	99.5625
EP351505_K10_MV1D	Corynebacterium_cluster58	BT	15	0.013810120055977	95.2533333333333
EP351505_K10_MV1D	Prevotella_disiens	BT	15	0.013810120055977	92.62
EP351505_K10_MV1D	Delftia_acidovorans_lacustris_tsuruhatensis	BT	14	0.0128894453855786	91.9357142857143
EP351505_K10_MV1D	Campylobacter_ureolyticus	AT	14	0.0128894453855786	99.7071428571428
EP351505_K10_MV1D	Clostridiales_BVAB3	BT	14	0.0128894453855786	94.5642857142857
EP351505_K10_MV1D	Corynebacterium_imitans_lipophiloflavum	BT	13	0.0119687707151801	96.1230769230769
EP351505_K10_MV1D	Mycoplasma_hominis	BT	13	0.0119687707151801	87.9384615384615
EP351505_K10_MV1D	Brevibacterium_ravenspurgense	BT	12	0.0110480960447816	94.0166666666667
EP351505_K10_MV1D	Corynebacterium_cluster45	AT	10	0.00920674670398468	99.5
EP351505_K10_MV1D	Actinomycetales_OTU158	AT	9	0.00828607203358621	99.0666666666667
EP351505_K10_MV1D	Peptoniphilus_indolicus	BT	8	0.00736539736318774	93.925
EP351505_K10_MV1D	Moraxella_osloensis	AT	8	0.00736539736318774	99.55
EP351505_K10_MV1D	Ureaplasma_cluster23	BT	7	0.00644472269278928	88.7285714285714
EP351505_K10_MV1D	Dialister_propionicifaciens	AT	7	0.00644472269278928	98.8571428571429
EP351505_K10_MV1D	Caulobacter_leidyi	BT	6	0.00552404802239081	94.7166666666667
EP351505_K10_MV1D	Staphylococcus_cluster47	AT	6	0.00552404802239081	99.6333333333333
EP351505_K10_MV1D	Lactobacillus_crispatus_cluster	BT	6	0.00552404802239081	90.2333333333333
EP351505_K10_MV1D	"Porphyromonadaceae"_OTU134	AT	5	0.00460337335199234	99.44
EP351505_K10_MV1D	Clostridiales_OTU22	AT	5	0.00460337335199234	99.68
EP351505_K10_MV1D	Porphyromonas_circumdentaria	BT	5	0.00460337335199234	83.14
EP351505_K10_MV1D	Lactobacillus_jensenii	BT	4	0.00368269868159387	91.95
EP351505_K10_MV1D	Finegoldia_magna	BT	4	0.00368269868159387	92.5
EP351505_K10_MV1D	Brevibacterium_ravenspurgense	AT	4	0.00368269868159387	99.6
EP351505_K10_MV1D	Corynebacterium_cluster45	BT	3	0.0027620240111954	93.1333333333333
EP351505_K10_MV1D	Peptoniphilus_ivorii	BT	3	0.0027620240111954	87.1
EP351505_K10_MV1D	Anaerococcus_hydrogenalis	BT	3	0.0027620240111954	96.5
EP351505_K10_MV1D	Streptococcus_cluster21	AT	3	0.0027620240111954	99.4
EP351505_K10_MV1D	Peptoniphilus_harei	AT	3	0.0027620240111954	98.3333333333333
EP351505_K10_MV1D	Caulobacteraceae_cluster34	AT	3	0.0027620240111954	99.7
EP351505_K10_MV1D	Actinomyces_hongkongensis	BT	3	0.0027620240111954	89.7333333333333
EP351505_K10_MV1D	Bulleidia_OTU94	BT	3	0.0027620240111954	90.4333333333333
EP351505_K10_MV1D	Pseudomonas_gessardii	BT	3	0.0027620240111954	85.5
EP351505_K10_MV1D	Sutterella_sanguinis	BT	2	0.00184134934079694	92
EP351505_K10_MV1D	Anaerococcus_tetradius	AT	2	0.00184134934079694	99.4
EP351505_K10_MV1D	Lactobacillus_gasseri_cluster	AT	2	0.00184134934079694	99.05
EP351505_K10_MV1D	Bosea_cluster53	BT	2	0.00184134934079694	93.5
EP351505_K10_MV1D	Varibaculum_cambriense	AT	2	0.00184134934079694	98.95
EP351505_K10_MV1D	Porphyromonas_uenonis_asaccharolytica	BT	2	0.00184134934079694	95.5
EP351505_K10_MV1D	Actinomycetales_OTU158	BT	2	0.00184134934079694	93.25
EP351505_K10_MV1D	Peptoniphilus_OTU42	BT	2	0.00184134934079694	87
EP351505_K10_MV1D	Microbacterium_cluster35	BT	2	0.00184134934079694	93.5
EP351505_K10_MV1D	Streptococcus_cluster21	BT	2	0.00184134934079694	90.85
EP351505_K10_MV1D	Prevotella_corporis	AT	2	0.00184134934079694	99.7
EP351505_K10_MV1D	Dialister_propionicifaciens	BT	2	0.00184134934079694	87.8
EP351505_K10_MV1D	Corynebacterium_aurimucosum_nigricans	AT	2	0.00184134934079694	99.25
EP351505_K10_MV1D	Anaerococcus_tetradius	BT	2	0.00184134934079694	95.25
EP351505_K10_MV1D	Anaerococcus_OTU147	AT	1	0.000920674670398468	97.7
EP351505_K10_MV1D	Corynebacterium_lubricantis	BT	1	0.000920674670398468	92.7
EP351505_K10_MV1D	Corynebacterium_imitans_lipophiloflavum	AT	1	0.000920674670398468	99.8
EP351505_K10_MV1D	Actinomyces_europaeus	AT	1	0.000920674670398468	98.4
EP351505_K10_MV1D	Helcococcus_ovis	BT	1	0.000920674670398468	86.6
EP351505_K10_MV1D	Aerococcus_urinae	AT	1	0.000920674670398468	99.4
EP351505_K10_MV1D	Propionimicrobium_lymphophilum	BT	1	0.000920674670398468	89.6
EP351505_K10_MV1D	Anaerococcus_OTU145	AT	1	0.000920674670398468	98.5
EP351505_K10_MV1D	Campylobacter_showae	BT	1	0.000920674670398468	81.2
EP351505_K10_MV1D	Streptococcus_agalactiae	BT	1	0.000920674670398468	89.9
EP351505_K10_MV1D	Anaerococcus_OTU5	AT	1	0.000920674670398468	98.5
EP351505_K10_MV1D	Staphylococcus_cluster47	BT	1	0.000920674670398468	90.7
EP351505_K10_MV1D	Propionibacterium_acnes	AT	1	0.000920674670398468	99.6
EP351505_K10_MV1D	Porphyromonas_somerae	AT	1	0.000920674670398468	99.8
EP351505_K10_MV1D	Actinomyces_turicensis	AT	1	0.000920674670398468	99.4
EP351505_K10_MV1D	Anaerococcus_hydrogenalis	AT	1	0.000920674670398468	97.1
EP351505_K10_MV1D	Anaerococcus_prevotii	AT	1	0.000920674670398468	97.7
EP351505_K10_MV1D	Moraxella_osloensis	BT	1	0.000920674670398468	94.8
EP036702_K10_MV1D	Lactobacillus_iners	AT	54751	83.3551549844711	99.2592482329101
EP036702_K10_MV1D	Lactobacillus_gasseri_cluster	AT	10313	15.7009317337556	99.3014447784364
EP036702_K10_MV1D	Propionibacterium_acnes	AT	129	0.196394860239937	99.7751937984496
EP036702_K10_MV1D	Gardnerella_vaginalis	AT	93	0.141586992266001	99.0612903225807
